2025-12-25 14:54:41,577 [background-preinit] INFO  o.h.validator.internal.util.Version ? - HV000001: Hibernate Validator 8.0.2.Final
2025-12-25 15:31:00,739 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@62e46fad (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,751 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@2721dda4 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,760 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@21a73f7e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,774 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@3ecbc14f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,803 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7f13583c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,813 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@56766687 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,828 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  com.zaxxer.hikari.pool.PoolBase 183 - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@4e32eff8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:00,857 [QuartzScheduler_msScheduler-spotterdeMacBook-Air.local1766645685327_ClusterManager] WARN  o.s.s.quartz.LocalDataSourceJobStore ? - This scheduler instance (spotterdeMacBook-Air.local1766645685327) is still active but was recovered by another instance in the cluster.  This may cause inconsistent behavior.
2025-12-25 15:31:03,953 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool ? - DatebookHikariCP - Thread starvation or clock leap detected (housekeeper delta=29m18s990ms).
2025-12-25 15:31:04,548 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool ? - DatebookHikariCP - Thread starvation or clock leap detected (housekeeper delta=29m18s991ms).
2025-12-25 15:31:06,665 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@75b93530 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:32,522 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@349c8fd1 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:38,607 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@693d6b1d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:43,861 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@1000c48e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:44,433 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase 183 - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@498c9dd3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:45,127 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase 183 - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@18a5a5e5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:31:50,758 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@e1736cb (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:32:05,827 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@33b25b42 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:32:21,920 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@319b9538 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:32:32,588 [DatebookHikariCP:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase ? - DatebookHikariCP - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@67a2c8e3 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2025-12-25 15:43:00,501 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler ? - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 paused.
2025-12-25 15:43:00,516 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.jetty.GracefulShutdown ? - Commencing graceful shutdown. Waiting for active requests to complete
2025-12-25 15:43:00,516 [jetty-shutdown] INFO  o.s.b.w.e.jetty.GracefulShutdown 106 - Graceful shutdown complete
2025-12-25 15:43:00,520 [SpringApplicationShutdownHook] INFO  o.e.jetty.server.AbstractConnector 381 - Stopped ServerConnector@8e60996{HTTP/1.1, (http/1.1)}{0.0.0.0:8081}
2025-12-25 15:43:00,528 [SpringApplicationShutdownHook] INFO  i.m.s.uid.impl.DefaultUidGenerator ? - Method[destroy][Shutdown UidGenerator...]
2025-12-25 15:43:00,546 [SpringApplicationShutdownHook] INFO  o.s.s.quartz.SchedulerFactoryBean ? - Shutting down Quartz Scheduler
2025-12-25 15:43:00,546 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler 656 - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 shutting down.
2025-12-25 15:43:00,546 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler 576 - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 paused.
2025-12-25 15:43:00,546 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler ? - Scheduler msScheduler_$_spotterdeMacBook-Air.local1766645685327 shutdown complete.
2025-12-25 15:43:00,546 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Shutdown initiated...
2025-12-25 15:43:00,547 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource 351 - DatebookHikariCP - Shutdown completed.
2025-12-25 15:43:00,554 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource ? - DatebookHikariCP - Shutdown initiated...
2025-12-25 15:43:00,555 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource 351 - DatebookHikariCP - Shutdown completed.
2025-12-25 15:43:00,559 [SpringApplicationShutdownHook] INFO  org.eclipse.jetty.server.Server ? - Stopped oejs.Server@3fc4e667{STOPPING}[12.0.21,sto=0]
2025-12-25 15:43:00,563 [SpringApplicationShutdownHook] INFO  o.e.j.s.h.ContextHandler.application ? - Destroying Spring FrameworkServlet 'dispatcherServlet'
2025-12-25 15:43:00,564 [SpringApplicationShutdownHook] INFO  o.e.j.e.s.ServletContextHandler ? - Stopped osbwej.JettyEmbeddedWebAppContext@3a9c5f14{application,/,b=[file:/private/var/folders/ct/yyzz54z14kx7ww81dglhxhgh0000gn/T/jetty-docbase.8081.3067754409427990236/, jar:file:///Users/spotter/.m2/repository/org/webjars/swagger-ui/5.18.2/swagger-ui-5.18.2.jar!/META-INF/resources/],a=AVAILABLE,h=oeje10s.SessionHandler@7085261e{STOPPED}}
